source_text,plagiarized_text,label
Oxygen is essential for human survival. Variation 17.,Humans need oxygen to survive. Alternative 17.,0
DNA carries genetic information in living organisms. Variation 17.,The genetic code in organisms is stored in DNA. Alternative 17.,0
The speed of sound varies depending on the medium it travels through. Variation 17.,Sound's speed changes with the medium it moves through. Alternative 17.,0
The United Nations was founded in 1945 to promote international peace. Variation 17.,International peace efforts led to the founding of the UN in 1945. Alternative 17.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 17.",Light bends and splits in raindrops to create rainbows. Alternative 17.,0
The Great Wall of China was built to protect against invasions. Variation 18.,China's Great Wall was constructed to defend against invasions. Alternative 18.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 18.,Green plants use sunlight to create their food through photosynthesis. Alternative 18.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 18.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 18.,1
Albert Einstein developed the theory of relativity. Variation 18.,The theory of relativity was formulated by Albert Einstein. Alternative 18.,1
The Pacific Ocean is the largest ocean on Earth. Variation 18.,Earth's biggest ocean is the Pacific. Alternative 18.,1
Electricity is essential for modern life. Variation 18.,"In today's world, electricity is a necessity. Alternative 18.",1
Mount Everest is the highest mountain in the world. Variation 18.,The tallest mountain on the planet is Mount Everest. Alternative 18.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 18.,Objects are pulled toward Earth's center due to gravity. Alternative 18.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 18.,The principles of motion and gravity were established by Newton. Alternative 18.,1
Leonardo da Vinci painted the Mona Lisa. Variation 18.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 18.,1
The Eiffel Tower is a famous landmark in Paris. Variation 18.,Paris is home to the well-known Eiffel Tower. Alternative 18.,1
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 18.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 18.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 18.,The Amazon is famous for its rich variety of species. Alternative 18.,1
Thomas Edison invented the phonograph. Variation 18.,The phonograph was invented by Thomas Edison. Alternative 18.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 18.,A good source of potassium and energy is found in bananas. Alternative 18.,1
A day on Mars lasts approximately 24.6 hours. Variation 18.,Mars has a day length of about 24.6 hours. Alternative 18.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 18.",NASA's 1969 mission marked the first human landing on the moon. Alternative 18.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 18.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 18.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 18.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 18.",1
The Statue of Liberty was a gift from France to the United States. Variation 18.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 18.,1
The Sahara Desert is the largest hot desert in the world. Variation 18.,The biggest hot desert on Earth is the Sahara. Alternative 18.,1
The human body has 206 bones. Variation 18.,There are 206 bones in the human skeletal system. Alternative 18.,1
William Shakespeare was an English playwright and poet. Variation 18.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 18.",1
The Wright brothers built and flew the first successful airplane. Variation 18.,The first powered flight was achieved by the Wright brothers. Alternative 18.,1
The capital of Japan is Tokyo. Variation 18.,Tokyo is the capital city of Japan. Alternative 18.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 18.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 18.",0
The internet has revolutionized global communication. Variation 18.,The way people communicate globally has changed due to the internet. Alternative 18.,0
The human brain controls all bodily functions. Variation 18.,Bodily functions are regulated by the human brain. Alternative 18.,0
Gold is a highly valuable and conductive metal. Variation 18.,A highly conductive and valuable metal is gold. Alternative 18.,0
Renewable energy sources help reduce carbon emissions. Variation 18.,Using renewable sources lowers carbon footprints. Alternative 18.,0
Mathematics is the foundation of many scientific disciplines. Variation 18.,Many sciences are based on mathematics. Alternative 18.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 18.,Maintaining health involves diet and exercise. Alternative 18.,0
Jupiter is the largest planet in our solar system. Variation 18.,The biggest planet in the solar system is Jupiter. Alternative 18.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 18.","Proteins, carbs, and fats make up a balanced diet. Alternative 18.",0
Venus is the hottest planet in the solar system. Variation 18.,The highest temperatures in the solar system are found on Venus. Alternative 18.,0
Neil Armstrong was the first person to walk on the Moon. Variation 18.,The first human to step onto the Moon was Neil Armstrong. Alternative 18.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 18.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 18.",0
The Milky Way is the galaxy that contains our Solar System. Variation 18.,Our Solar System is within the Milky Way galaxy. Alternative 18.,0
The square root of 144 is 12. Variation 18.,Twelve is the square root of one hundred forty-four. Alternative 18.,0
Oxygen is essential for human survival. Variation 18.,Humans need oxygen to survive. Alternative 18.,0
DNA carries genetic information in living organisms. Variation 18.,The genetic code in organisms is stored in DNA. Alternative 18.,0
The speed of sound varies depending on the medium it travels through. Variation 18.,Sound's speed changes with the medium it moves through. Alternative 18.,0
The United Nations was founded in 1945 to promote international peace. Variation 18.,International peace efforts led to the founding of the UN in 1945. Alternative 18.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 18.",Light bends and splits in raindrops to create rainbows. Alternative 18.,0
The Great Wall of China was built to protect against invasions. Variation 19.,China's Great Wall was constructed to defend against invasions. Alternative 19.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 19.,Green plants use sunlight to create their food through photosynthesis. Alternative 19.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 19.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 19.,1
Albert Einstein developed the theory of relativity. Variation 19.,The theory of relativity was formulated by Albert Einstein. Alternative 19.,1
The Pacific Ocean is the largest ocean on Earth. Variation 19.,Earth's biggest ocean is the Pacific. Alternative 19.,1
Electricity is essential for modern life. Variation 19.,"In today's world, electricity is a necessity. Alternative 19.",1
Mount Everest is the highest mountain in the world. Variation 19.,The tallest mountain on the planet is Mount Everest. Alternative 19.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 19.,Objects are pulled toward Earth's center due to gravity. Alternative 19.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 19.,The principles of motion and gravity were established by Newton. Alternative 19.,1
Leonardo da Vinci painted the Mona Lisa. Variation 19.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 19.,1
The Eiffel Tower is a famous landmark in Paris. Variation 19.,Paris is home to the well-known Eiffel Tower. Alternative 19.,1
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 19.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 19.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 19.,The Amazon is famous for its rich variety of species. Alternative 19.,1
Thomas Edison invented the phonograph. Variation 19.,The phonograph was invented by Thomas Edison. Alternative 19.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 19.,A good source of potassium and energy is found in bananas. Alternative 19.,1
A day on Mars lasts approximately 24.6 hours. Variation 19.,Mars has a day length of about 24.6 hours. Alternative 19.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 19.",NASA's 1969 mission marked the first human landing on the moon. Alternative 19.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 19.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 19.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 19.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 19.",1
The Statue of Liberty was a gift from France to the United States. Variation 19.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 19.,1
The Sahara Desert is the largest hot desert in the world. Variation 19.,The biggest hot desert on Earth is the Sahara. Alternative 19.,1
The human body has 206 bones. Variation 19.,There are 206 bones in the human skeletal system. Alternative 19.,1
William Shakespeare was an English playwright and poet. Variation 19.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 19.",1
The Wright brothers built and flew the first successful airplane. Variation 19.,The first powered flight was achieved by the Wright brothers. Alternative 19.,1
The capital of Japan is Tokyo. Variation 19.,Tokyo is the capital city of Japan. Alternative 19.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 19.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 19.",0
The internet has revolutionized global communication. Variation 19.,The way people communicate globally has changed due to the internet. Alternative 19.,0
The human brain controls all bodily functions. Variation 19.,Bodily functions are regulated by the human brain. Alternative 19.,0
Gold is a highly valuable and conductive metal. Variation 19.,A highly conductive and valuable metal is gold. Alternative 19.,0
Renewable energy sources help reduce carbon emissions. Variation 19.,Using renewable sources lowers carbon footprints. Alternative 19.,0
Mathematics is the foundation of many scientific disciplines. Variation 19.,Many sciences are based on mathematics. Alternative 19.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 19.,Maintaining health involves diet and exercise. Alternative 19.,0
Jupiter is the largest planet in our solar system. Variation 19.,The biggest planet in the solar system is Jupiter. Alternative 19.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 19.","Proteins, carbs, and fats make up a balanced diet. Alternative 19.",0
Venus is the hottest planet in the solar system. Variation 19.,The highest temperatures in the solar system are found on Venus. Alternative 19.,0
Neil Armstrong was the first person to walk on the Moon. Variation 19.,The first human to step onto the Moon was Neil Armstrong. Alternative 19.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 19.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 19.",0
The Milky Way is the galaxy that contains our Solar System. Variation 19.,Our Solar System is within the Milky Way galaxy. Alternative 19.,0
The square root of 144 is 12. Variation 19.,Twelve is the square root of one hundred forty-four. Alternative 19.,0
Oxygen is essential for human survival. Variation 19.,Humans need oxygen to survive. Alternative 19.,0
DNA carries genetic information in living organisms. Variation 19.,The genetic code in organisms is stored in DNA. Alternative 19.,0
The speed of sound varies depending on the medium it travels through. Variation 19.,Sound's speed changes with the medium it moves through. Alternative 19.,0
The United Nations was founded in 1945 to promote international peace. Variation 19.,International peace efforts led to the founding of the UN in 1945. Alternative 19.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 19.",Light bends and splits in raindrops to create rainbows. Alternative 19.,0
The Great Wall of China was built to protect against invasions. Variation 20.,China's Great Wall was constructed to defend against invasions. Alternative 20.,1
Photosynthesis is the process by which green plants produce their own food using sunlight. Variation 20.,Green plants use sunlight to create their food through photosynthesis. Alternative 20.,1
"Shakespeare wrote many famous plays, including Hamlet and Othello. Variation 20.",Among Shakespeare's well-known works are Othello and Hamlet. Alternative 20.,1
Albert Einstein developed the theory of relativity. Variation 20.,The theory of relativity was formulated by Albert Einstein. Alternative 20.,1
The Pacific Ocean is the largest ocean on Earth. Variation 20.,Earth's biggest ocean is the Pacific. Alternative 20.,1
Electricity is essential for modern life. Variation 20.,"In today's world, electricity is a necessity. Alternative 20.",1
Mount Everest is the highest mountain in the world. Variation 20.,The tallest mountain on the planet is Mount Everest. Alternative 20.,1
Gravity is the force that pulls objects toward the center of the Earth. Variation 20.,Objects are pulled toward Earth's center due to gravity. Alternative 20.,1
Isaac Newton formulated the laws of motion and universal gravitation. Variation 20.,The principles of motion and gravity were established by Newton. Alternative 20.,1
Leonardo da Vinci painted the Mona Lisa. Variation 20.,The Mona Lisa was painted by Leonardo da Vinci. Alternative 20.,1
The Eiffel Tower is a famous landmark in Paris. Variation 20.,Paris is home to the well-known Eiffel Tower. Alternative 20.,1
"The speed of light in a vacuum is approximately 299,792 kilometers per second. Variation 20.","In a vacuum, light travels at roughly 299,792 km per second. Alternative 20.",1
The Amazon Rainforest is known for its vast biodiversity. Variation 20.,The Amazon is famous for its rich variety of species. Alternative 20.,1
Thomas Edison invented the phonograph. Variation 20.,The phonograph was invented by Thomas Edison. Alternative 20.,1
Bananas are rich in potassium and provide a quick source of energy. Variation 20.,A good source of potassium and energy is found in bananas. Alternative 20.,1
A day on Mars lasts approximately 24.6 hours. Variation 20.,Mars has a day length of about 24.6 hours. Alternative 20.,1
"The first manned moon landing was in 1969, conducted by NASA. Variation 20.",NASA's 1969 mission marked the first human landing on the moon. Alternative 20.,1
The Pyramids of Giza are one of the Seven Wonders of the Ancient World. Variation 20.,One of the ancient Seven Wonders includes the Giza Pyramids. Alternative 20.,1
A solar eclipse occurs when the Moon passes between the Earth and the Sun. Variation 20.,"When the Moon blocks the Sun from Earth, a solar eclipse happens. Alternative 20.",1
The Statue of Liberty was a gift from France to the United States. Variation 20.,France presented the U.S. with the Statue of Liberty as a gift. Alternative 20.,1
The Sahara Desert is the largest hot desert in the world. Variation 20.,The biggest hot desert on Earth is the Sahara. Alternative 20.,1
The human body has 206 bones. Variation 20.,There are 206 bones in the human skeletal system. Alternative 20.,1
William Shakespeare was an English playwright and poet. Variation 20.,"Shakespeare, the English poet and playwright, was renowned worldwide. Alternative 20.",1
The Wright brothers built and flew the first successful airplane. Variation 20.,The first powered flight was achieved by the Wright brothers. Alternative 20.,1
The capital of Japan is Tokyo. Variation 20.,Tokyo is the capital city of Japan. Alternative 20.,0
Water boils at 100 degrees Celsius under standard atmospheric pressure. Variation 20.,"At standard pressure, water reaches its boiling point at 100°C. Alternative 20.",0
The internet has revolutionized global communication. Variation 20.,The way people communicate globally has changed due to the internet. Alternative 20.,0
The human brain controls all bodily functions. Variation 20.,Bodily functions are regulated by the human brain. Alternative 20.,0
Gold is a highly valuable and conductive metal. Variation 20.,A highly conductive and valuable metal is gold. Alternative 20.,0
Renewable energy sources help reduce carbon emissions. Variation 20.,Using renewable sources lowers carbon footprints. Alternative 20.,0
Mathematics is the foundation of many scientific disciplines. Variation 20.,Many sciences are based on mathematics. Alternative 20.,0
Healthy eating and regular exercise contribute to overall well-being. Variation 20.,Maintaining health involves diet and exercise. Alternative 20.,0
Jupiter is the largest planet in our solar system. Variation 20.,The biggest planet in the solar system is Jupiter. Alternative 20.,0
"A balanced diet includes proteins, carbohydrates, and healthy fats. Variation 20.","Proteins, carbs, and fats make up a balanced diet. Alternative 20.",0
Venus is the hottest planet in the solar system. Variation 20.,The highest temperatures in the solar system are found on Venus. Alternative 20.,0
Neil Armstrong was the first person to walk on the Moon. Variation 20.,The first human to step onto the Moon was Neil Armstrong. Alternative 20.,0
Photosynthesis converts carbon dioxide and water into glucose and oxygen. Variation 20.,"Through photosynthesis, water and CO2 turn into glucose and oxygen. Alternative 20.",0
The Milky Way is the galaxy that contains our Solar System. Variation 20.,Our Solar System is within the Milky Way galaxy. Alternative 20.,0
The square root of 144 is 12. Variation 20.,Twelve is the square root of one hundred forty-four. Alternative 20.,0
Oxygen is essential for human survival. Variation 20.,Humans need oxygen to survive. Alternative 20.,0
DNA carries genetic information in living organisms. Variation 20.,The genetic code in organisms is stored in DNA. Alternative 20.,0
The speed of sound varies depending on the medium it travels through. Variation 20.,Sound's speed changes with the medium it moves through. Alternative 20.,0
The United Nations was founded in 1945 to promote international peace. Variation 20.,International peace efforts led to the founding of the UN in 1945. Alternative 20.,0
"Rainbows form due to the refraction, dispersion, and reflection of light in water droplets. Variation 20.",Light bends and splits in raindrops to create rainbows. Alternative 20.,0



